pair,direction,entry_date,entry_price,stop_loss,take_profit,entry_bar,tsl_confirmed,ema_confluence,ema_trend_pullback,trigger_rsi_level,exit_date,exit_price,outcome,bars_held,asset_class
SEI-USD,SHORT,2026-05-12,0.06944499909877777,0.07746853193058689,0.05339793343515953,998,False,True,True,79.01,2026-06-04,0.05339793343515953,WIN,23.0,crypto
SEI-USD,LONG,2026-06-07,0.049428001046180725,0.03955963964312117,0.06916472385229984,1024,False,False,False,29.5,,,OPEN,,crypto
SHIB-USD,SHORT,2022-03-25,2.4000000848900527e-05,2.7055677270361783e-05,1.7888648005978014e-05,226,False,False,False,57.1,2022-03-28,2.7055677270361783e-05,LOSS,3.0,crypto
SHIB-USD,SHORT,2022-03-31,2.5999999706982635e-05,2.9524777015754087e-05,1.895044508943973e-05,232,False,True,True,64.51,2022-04-12,2.9524777015754087e-05,LOSS,12.0,crypto
SHIB-USD,LONG,2022-05-01,2.2000000171829015e-05,1.894655496578273e-05,2.8106890583921582e-05,263,False,False,False,25.9,2022-05-08,1.894655496578273e-05,LOSS,7.0,crypto
SHIB-USD,LONG,2022-05-10,1.5999999959603883e-05,1.2337169135679628e-05,2.3325661607452395e-05,272,False,False,False,23.21,2022-05-11,1.2337169135679628e-05,LOSS,1.0,crypto
SHIB-USD,LONG,2022-06-15,9.000000318337698e-06,7.239798041058047e-06,1.2520404872896999e-05,308,True,False,False,20.04,2022-06-18,7.239798041058047e-06,LOSS,3.0,crypto
SHIB-USD,SHORT,2022-06-26,1.1000000085914508e-05,1.3016674030438528e-05,6.966652196866467e-06,319,False,False,False,61.67,2022-08-14,1.3016674030438528e-05,LOSS,49.0,crypto
SHIB-USD,SHORT,2022-08-15,1.4999999621068127e-05,1.6836221141094222e-05,1.1327556581015937e-05,369,False,True,True,92.77,2022-09-16,1.1327556581015937e-05,WIN,32.0,crypto
SHIB-USD,LONG,2022-09-22,1.1000000085914508e-05,9.766053666407069e-06,1.3467892924929385e-05,407,False,False,False,25.19,2022-10-13,9.766053666407069e-06,LOSS,21.0,crypto
SHIB-USD,SHORT,2022-10-30,1.2000000424450263e-05,1.3481911477440618e-05,9.036178318469555e-06,445,False,True,True,85.07,2022-11-09,9.036178318469555e-06,WIN,10.0,crypto
SHIB-USD,LONG,2022-12-18,9.000000318337698e-06,8.465943907702015e-06,1.0068113139609063e-05,494,False,False,False,18.38,2022-12-19,8.465943907702015e-06,LOSS,1.0,crypto
SHIB-USD,SHORT,2023-01-17,1.1000000085914508e-05,1.2077523244756652e-05,8.844953768230218e-06,524,False,True,True,91.2,2023-01-18,1.2077523244756652e-05,LOSS,1.0,crypto
SHIB-USD,LONG,2023-02-10,1.2999999853491317e-05,1.126979875407049e-05,1.6460402052332973e-05,548,False,False,False,47.9,2023-03-03,1.126979875407049e-05,LOSS,21.0,crypto
SHIB-USD,SHORT,2023-04-17,1.1000000085914508e-05,1.1891851275416115e-05,9.216297706911292e-06,614,False,False,False,73.17,2023-04-18,1.1891851275416115e-05,LOSS,1.0,crypto
SHIB-USD,LONG,2023-05-08,9.000000318337698e-06,8.351794520583506e-06,1.0296411913846081e-05,635,False,False,False,22.14,2023-05-22,8.351794520583506e-06,LOSS,14.0,crypto
SHIB-USD,LONG,2023-06-02,9.000000318337698e-06,8.199119088822673e-06,1.0601762777367747e-05,660,True,False,False,5.14,2023-06-05,8.199119088822673e-06,LOSS,3.0,crypto
SHIB-USD,SHORT,2023-06-25,7.999999979801942e-06,8.581092272404347e-06,6.837815394597131e-06,683,False,False,False,56.68,2023-07-29,8.581092272404347e-06,LOSS,34.0,crypto
SHIB-USD,SHORT,2023-07-30,7.999999979801942e-06,8.597238043083296e-06,6.805523853239233e-06,718,False,False,False,83.0,2023-07-31,8.597238043083296e-06,LOSS,1.0,crypto
SHIB-USD,SHORT,2023-08-06,9.000000318337698e-06,9.845779203068e-06,7.308442548877093e-06,725,False,True,True,77.62,2023-08-08,9.845779203068e-06,LOSS,2.0,crypto
SHIB-USD,SHORT,2023-08-13,9.999999747378752e-06,1.1106979291728269e-05,7.786040658679717e-06,732,False,False,False,75.45,2023-09-04,7.786040658679717e-06,WIN,22.0,crypto
SHIB-USD,SHORT,2023-09-24,7.000000096013537e-06,7.699270975445052e-06,5.601458337150506e-06,774,False,False,False,63.55,2023-10-01,7.699270975445052e-06,LOSS,7.0,crypto
SHIB-USD,SHORT,2023-10-02,7.000000096013537e-06,7.662026712507112e-06,5.675946863026386e-06,782,False,False,False,63.61,2023-10-24,7.662026712507112e-06,LOSS,22.0,crypto
SHIB-USD,SHORT,2023-10-31,7.999999979801942e-06,8.253798414256513e-06,7.492403110892799e-06,811,False,True,True,80.47,2023-11-06,8.253798414256513e-06,LOSS,6.0,crypto
SHIB-USD,LONG,2024-01-08,9.999999747378752e-06,8.302935266861774e-06,1.3394128708412706e-05,880,False,False,False,34.97,2024-01-23,8.302935266861774e-06,LOSS,15.0,crypto
SHIB-USD,SHORT,2024-02-13,9.000000318337698e-06,9.81900358087093e-06,7.361993793271233e-06,916,False,False,False,74.06,2024-02-14,9.81900358087093e-06,LOSS,1.0,crypto
SHIB-USD,SHORT,2024-02-16,9.999999747378752e-06,1.0778917376679549e-05,8.442164488777157e-06,919,False,False,False,61.65,2024-02-27,1.0778917376679549e-05,LOSS,11.0,crypto
SHIB-USD,SHORT,2024-03-04,3.600000127335079e-05,4.122275379243817e-05,2.555449623517603e-05,936,False,False,False,97.4,2024-03-05,4.122275379243817e-05,LOSS,1.0,crypto
SHIB-USD,LONG,2024-04-14,2.300000051036477e-05,1.7604177099659512e-05,3.379164733177529e-05,977,False,True,True,34.41,2024-06-18,1.7604177099659512e-05,LOSS,65.0,crypto
SHIB-USD,LONG,2024-06-19,1.8000000636675395e-05,1.5035896044176096e-05,2.3928209821673994e-05,1043,False,False,False,27.08,2024-07-04,1.5035896044176096e-05,LOSS,15.0,crypto
SHIB-USD,SHORT,2024-07-18,1.700000029813964e-05,1.956876739124121e-05,1.1862466111936499e-05,1072,False,False,False,61.04,2024-08-05,1.1862466111936499e-05,WIN,18.0,crypto
SHIB-USD,SHORT,2024-08-25,1.4999999621068127e-05,1.6580154954130768e-05,1.1839688954942846e-05,1110,False,False,False,65.47,2024-09-26,1.6580154954130768e-05,LOSS,32.0,crypto
SHIB-USD,SHORT,2024-09-29,1.8999999156221747e-05,2.1438079506661438e-05,1.4123838455342367e-05,1145,False,False,False,78.38,2024-11-10,2.1438079506661438e-05,LOSS,42.0,crypto
SHIB-USD,SHORT,2024-11-13,2.5999999706982635e-05,3.0386733560547148e-05,1.722653199985361e-05,1190,False,False,False,79.3,2024-12-01,3.0386733560547148e-05,LOSS,18.0,crypto
SHIB-USD,LONG,2024-12-10,2.700000004551839e-05,2.0980730655864258e-05,3.903853882482666e-05,1217,False,False,False,48.65,2024-12-20,2.0980730655864258e-05,LOSS,10.0,crypto
SHIB-USD,LONG,2024-12-23,2.2000000171829015e-05,1.716892782783445e-05,3.166214485981815e-05,1230,False,True,True,33.16,2025-01-27,1.716892782783445e-05,LOSS,35.0,crypto
SHIB-USD,LONG,2025-02-03,1.700000029813964e-05,1.362345460475819e-05,2.3753091684902537e-05,1272,False,False,False,25.84,2025-02-25,1.362345460475819e-05,LOSS,22.0,crypto
SHIB-USD,LONG,2025-03-10,1.2000000424450263e-05,9.840234990195794e-06,1.6319531292959203e-05,1307,False,False,False,29.4,2025-05-10,1.6319531292959203e-05,WIN,61.0,crypto
SHIB-USD,SHORT,2025-05-11,1.5999999959603883e-05,1.784565460576803e-05,1.2308690667275587e-05,1369,False,True,True,81.75,2025-05-12,1.784565460576803e-05,LOSS,1.0,crypto
SHIB-USD,LONG,2025-05-31,1.2999999853491317e-05,1.0921894131692183e-05,1.7156211297089586e-05,1389,False,False,False,34.01,2025-06-22,1.0921894131692183e-05,LOSS,22.0,crypto
SHIB-USD,SHORT,2025-07-12,1.2999999853491317e-05,1.4452175133205454e-05,1.0095649294063045e-05,1431,False,True,True,61.5,2025-07-16,1.4452175133205454e-05,LOSS,4.0,crypto
SHIB-USD,SHORT,2025-07-17,1.4000000192027073e-05,1.5648246642415425e-05,1.070350729125037e-05,1436,False,True,True,70.3,2025-07-18,1.5648246642415425e-05,LOSS,1.0,crypto
SHIB-USD,SHORT,2025-07-19,1.4999999621068127e-05,1.682935486640373e-05,1.1341289130396923e-05,1438,False,False,False,76.98,2025-10-10,1.1341289130396923e-05,WIN,83.0,crypto
SHIB-USD,LONG,2025-11-21,7.999999979801942e-06,7.104389298995431e-06,9.791221341414964e-06,1563,False,False,False,21.7,2025-12-17,7.104389298995431e-06,LOSS,26.0,crypto
SHIB-USD,SHORT,2026-01-08,9.000000318337698e-06,9.964095438840887e-06,7.071810077331319e-06,1611,False,True,True,71.99,2026-01-25,7.071810077331319e-06,WIN,17.0,crypto
SHIB-USD,LONG,2026-02-06,6.000000212225132e-06,4.846240573449954e-06,8.307519489775487e-06,1640,False,False,False,19.95,2026-06-05,4.846240573449954e-06,LOSS,119.0,crypto
SHIB-USD,LONG,2026-06-26,3.999999989900971e-06,3.5425313099658106e-06,4.914937349771291e-06,1780,False,False,False,11.73,2026-07-04,4.914937349771291e-06,WIN,8.0,crypto
SHIB-USD,SHORT,2026-07-31,4.999999873689376e-06,5.243707335273618e-06,4.512584950520891e-06,1815,False,True,True,90.25,2026-08-10,4.512584950520891e-06,WIN,10.0,crypto
SKL-USD,SHORT,2022-03-25,0.1401589959859848,0.16139407100714087,0.09768884594367266,226,False,True,True,61.79,2022-03-26,0.16139407100714087,LOSS,1.0,crypto
SKL-USD,SHORT,2022-04-02,0.28043898940086365,0.336404326950348,0.16850831430189495,234,False,False,False,89.47,2022-04-25,0.16850831430189495,WIN,23.0,crypto
SKL-USD,LONG,2022-05-10,0.11435099691152573,0.07528763483642567,0.19247772106172584,272,False,False,False,30.77,2022-05-11,0.07528763483642567,LOSS,1.0,crypto
SKL-USD,LONG,2022-05-13,0.08244799822568893,0.03891812406231173,0.16950774655244333,275,False,False,False,26.78,2022-09-18,0.03891812406231173,LOSS,128.0,crypto
SKL-USD,LONG,2022-10-15,0.03407600149512291,0.030215173952479357,0.041797656580410014,430,False,False,False,27.16,2022-11-03,0.041797656580410014,WIN,19.0,crypto
SKL-USD,SHORT,2022-11-06,0.039719998836517334,0.044853842886682156,0.02945231073618769,452,False,True,True,67.87,2022-11-09,0.02945231073618769,WIN,3.0,crypto
SKL-USD,LONG,2022-12-20,0.022074999287724495,0.019269889174869086,0.027685219513435312,496,True,False,False,22.87,2023-01-14,0.027685219513435312,WIN,25.0,crypto
SKL-USD,SHORT,2023-01-15,0.028390999883413315,0.030792785404437518,0.02358742884136491,522,False,True,True,79.27,2023-01-20,0.030792785404437518,LOSS,5.0,crypto
SKL-USD,LONG,2023-02-26,0.049626998603343964,0.038388165897333494,0.0721046640153649,564,False,False,False,48.43,2023-03-08,0.038388165897333494,LOSS,10.0,crypto
SKL-USD,SHORT,2023-04-15,0.04440300166606903,0.04960766458623252,0.03399367582574206,612,False,True,True,59.7,2023-04-16,0.04960766458623252,LOSS,1.0,crypto
SKL-USD,SHORT,2023-04-18,0.04832100123167038,0.05469073821302852,0.0355815272689541,615,False,False,False,61.8,2023-05-06,0.0355815272689541,WIN,18.0,crypto
SKL-USD,LONG,2023-05-09,0.03184900060296059,0.027215175345571538,0.041116651117738684,636,False,False,False,29.78,2023-06-10,0.027215175345571538,LOSS,32.0,crypto
SKL-USD,LONG,2023-07-26,0.02619899995625019,0.023280515814387677,0.03203596823997522,714,False,False,False,36.73,2023-08-17,0.023280515814387677,LOSS,22.0,crypto
SKL-USD,LONG,2023-08-20,0.02225000038743019,0.019514262753439884,0.027721475655410804,739,False,False,False,25.69,2023-11-04,0.027721475655410804,WIN,76.0,crypto
SKL-USD,SHORT,2023-11-21,0.05155299976468086,0.06259192303246089,0.02947515322912081,832,False,False,False,89.24,2023-12-26,0.06259192303246089,LOSS,35.0,crypto
SKL-USD,SHORT,2023-12-29,0.07408899813890457,0.08850801524441947,0.04525096392787478,870,False,False,False,78.58,2024-01-02,0.08850801524441947,LOSS,4.0,crypto
SKL-USD,LONG,2024-01-23,0.06775499880313873,0.05136245186756734,0.10054009267428152,895,False,True,True,41.36,2024-02-16,0.10054009267428152,WIN,24.0,crypto
SKL-USD,SHORT,2024-02-19,0.09286099672317505,0.10551033784201097,0.0675623144855032,922,False,False,False,68.35,2024-02-29,0.10551033784201097,LOSS,10.0,crypto
SKL-USD,SHORT,2024-03-02,0.10932300239801407,0.12580620983258622,0.07635658752886976,934,False,False,False,78.77,2024-03-19,0.07635658752886976,WIN,17.0,crypto
SKL-USD,LONG,2024-04-14,0.09350299835205078,0.06799407846991048,0.14452083811633137,977,False,True,True,32.59,2024-05-13,0.06799407846991048,LOSS,29.0,crypto
SKL-USD,SHORT,2024-05-24,0.08897999674081802,0.10242757784045736,0.06208483454153935,1017,False,False,False,62.87,2024-06-11,0.06208483454153935,WIN,18.0,crypto
SKL-USD,SHORT,2024-07-22,0.04929099977016449,0.055930125171962705,0.03601274896656806,1076,False,False,False,60.37,2024-08-05,0.03601274896656806,WIN,14.0,crypto
SKL-USD,SHORT,2024-09-14,0.033601000905036926,0.037701094503293946,0.025400813708522887,1130,False,False,False,52.63,2024-09-21,0.037701094503293946,LOSS,7.0,crypto
SKL-USD,SHORT,2024-09-22,0.03512300178408623,0.03962421778613616,0.026120569779986363,1138,False,False,False,62.74,2024-09-27,0.03962421778613616,LOSS,5.0,crypto
SKL-USD,SHORT,2024-09-28,0.04318099841475487,0.04899056371803799,0.03156186780818862,1144,False,True,True,75.21,2024-11-03,0.03156186780818862,WIN,36.0,crypto
SKL-USD,LONG,2024-11-05,0.032597001641988754,0.027136868755296084,0.043517267415374095,1182,False,False,False,35.16,2024-11-11,0.043517267415374095,WIN,6.0,crypto
SKL-USD,SHORT,2024-11-25,0.058421000838279724,0.06847047104661534,0.03832206042160849,1202,False,False,False,77.35,2024-11-27,0.06847047104661534,LOSS,2.0,crypto
SKL-USD,LONG,2024-12-11,0.06863100081682205,0.05324278657412256,0.09940742930222103,1218,False,False,False,46.43,2024-12-18,0.05324278657412256,LOSS,7.0,crypto
SKL-USD,LONG,2024-12-20,0.049775999039411545,0.03566228521747884,0.07800342668327695,1227,False,False,False,31.51,2025-02-03,0.03566228521747884,LOSS,45.0,crypto
SKL-USD,LONG,2025-03-11,0.025090999901294708,0.018696820238486005,0.037879359226912115,1308,False,False,False,27.81,2025-04-06,0.018696820238486005,LOSS,26.0,crypto
SKL-USD,SHORT,2025-04-25,0.0245169997215271,0.02837356669207198,0.01680386578043734,1353,False,False,False,60.79,2025-05-12,0.02837356669207198,LOSS,17.0,crypto
SKL-USD,LONG,2025-06-23,0.018456999212503433,0.015668910083015217,0.024033177471479865,1412,True,False,False,27.57,2025-07-14,0.024033177471479865,WIN,21.0,crypto
SKL-USD,SHORT,2025-07-17,0.02372400090098381,0.027127451144667972,0.016917100413615486,1436,False,True,True,67.37,2025-07-20,0.027127451144667972,LOSS,3.0,crypto
SKL-USD,SHORT,2025-08-15,0.03782400116324425,0.046819919030166496,0.01983216542939975,1465,False,False,False,88.39,2025-10-10,0.01983216542939975,WIN,56.0,crypto
SKL-USD,LONG,2025-10-11,0.019439000636339188,0.013197311854705882,0.0319223781996058,1522,False,False,False,26.51,2025-11-21,0.013197311854705882,LOSS,41.0,crypto
SKL-USD,LONG,2025-12-19,0.010537000373005867,0.008787708640481203,0.014035583838055195,1591,False,False,False,18.25,2026-01-31,0.008787708640481203,LOSS,43.0,crypto
SKL-USD,LONG,2026-02-02,0.0077669997699558735,0.006241216956341654,0.010818565397184312,1636,False,False,False,28.46,2026-02-05,0.006241216956341654,LOSS,3.0,crypto
SKL-USD,LONG,2026-02-06,0.006994000170379877,0.005261477254132151,0.01045904600287533,1640,False,False,False,21.33,2026-06-02,0.005261477254132151,LOSS,116.0,crypto
SKL-USD,SHORT,2026-07-13,0.004222000017762184,0.005123112954966272,0.0024197741433540088,1797,False,False,False,59.11,2026-07-15,0.005123112954966272,LOSS,2.0,crypto
SNX-USD,SHORT,2022-03-21,4.967857837677002,5.834662323247667,3.2342488665356726,222,False,True,True,64.96,2022-03-29,5.834662323247667,LOSS,8.0,crypto
SNX-USD,SHORT,2022-04-02,7.1788740158081055,8.259765053645339,5.017091940133639,234,False,False,False,82.3,2022-04-11,5.017091940133639,WIN,9.0,crypto
SNX-USD,LONG,2022-05-13,2.6192750930786133,1.3887779046850373,5.080269469865765,275,False,False,False,27.26,2024-03-12,5.080269469865765,WIN,669.0,crypto
SNX-USD,LONG,2024-03-20,4.000892162322998,3.160417350909908,5.681841785149178,952,False,True,True,37.54,2024-04-12,3.160417350909908,LOSS,23.0,crypto
SNX-USD,LONG,2024-04-14,2.975419044494629,2.179974205726278,4.566308722031331,977,False,False,False,27.99,2024-06-13,2.179974205726278,LOSS,60.0,crypto
SNX-USD,LONG,2024-07-06,1.6545729637145996,1.3798555280885816,2.2040078349666357,1060,False,False,False,21.96,2024-08-04,1.3798555280885816,LOSS,29.0,crypto
SNX-USD,SHORT,2024-08-25,1.5897959470748901,1.8018351346788306,1.1657175718670092,1110,False,False,False,62.21,2024-11-18,1.8018351346788306,LOSS,85.0,crypto
SNX-USD,LONG,2024-12-23,2.0970640182495117,1.490739556425151,3.309712941898233,1230,False,True,True,35.79,2025-01-27,1.490739556425151,LOSS,35.0,crypto
SNX-USD,LONG,2025-02-08,0.9726409912109375,0.6630329310589964,1.5918571115148197,1277,False,False,False,23.49,2025-04-02,0.6630329310589964,LOSS,53.0,crypto
SNX-USD,LONG,2025-04-04,0.6598129868507385,0.538354950865618,0.9027290588209795,1332,False,False,False,27.5,2025-05-10,0.9027290588209795,WIN,36.0,crypto
SNX-USD,SHORT,2025-05-11,0.8643010258674622,0.9712948425178766,0.6503133925666333,1369,False,True,True,74.19,2025-05-31,0.6503133925666333,WIN,20.0,crypto
SNX-USD,SHORT,2025-07-12,0.6407949924468994,0.7169837609133465,0.4884174555140053,1431,False,True,True,60.34,2025-07-18,0.7169837609133465,LOSS,6.0,crypto
SNX-USD,SHORT,2025-07-21,0.7564100027084351,0.8408174823879526,0.5875950433493999,1440,False,True,True,72.22,2025-07-30,0.5875950433493999,WIN,9.0,crypto
SNX-USD,LONG,2025-09-23,0.6573860049247742,0.5670678757584533,0.8380222632574159,1504,False,False,False,39.61,2025-09-24,0.8380222632574159,WIN,1.0,crypto
SNX-USD,SHORT,2025-09-25,0.7883070111274719,0.9280213819273686,0.5088782695276786,1506,False,True,True,71.29,2025-09-26,0.9280213819273686,LOSS,1.0,crypto
SNX-USD,SHORT,2025-09-30,1.0772080421447754,1.3044736881671406,0.622676750100045,1511,False,False,False,70.59,2025-10-01,1.3044736881671406,LOSS,1.0,crypto
SNX-USD,SHORT,2025-10-02,1.2323529720306396,1.4925817800802093,0.7118953559315004,1513,False,False,False,75.4,2025-10-10,0.7118953559315004,WIN,8.0,crypto
SNX-USD,SHORT,2025-12-25,0.4211759865283966,0.49215092308517133,0.27922611341484715,1597,False,False,False,40.07,2026-01-05,0.49215092308517133,LOSS,11.0,crypto
SNX-USD,SHORT,2026-01-07,0.49288100004196167,0.560265033790647,0.3581129325445911,1610,False,False,False,65.87,2026-01-31,0.3581129325445911,WIN,24.0,crypto
SNX-USD,LONG,2026-02-02,0.3550660014152527,0.2929664510397945,0.479265102166169,1636,False,False,False,30.13,2026-02-05,0.2929664510397945,LOSS,3.0,crypto
SNX-USD,LONG,2026-02-06,0.3003230094909668,0.23189744460800318,0.437174139256894,1640,False,False,False,25.85,2026-02-21,0.437174139256894,WIN,15.0,crypto
SNX-USD,SHORT,2026-02-23,0.3731450140476227,0.4470691284905576,0.2252967851617529,1657,False,False,False,69.58,2026-06-06,0.2252967851617529,WIN,103.0,crypto
SNX-USD,SHORT,2026-07-04,0.2310190051794052,0.26732241771092524,0.15841218011636515,1788,False,False,False,55.18,,,OPEN,,crypto
SOL-USD,SHORT,2022-03-20,88.61486053466797,101.08342490627425,63.677731791455415,221,False,False,False,54.76,2022-03-24,101.08342490627425,LOSS,4.0,crypto
SOL-USD,SHORT,2022-03-25,98.6581039428711,111.36082046886128,73.25267089089073,226,False,True,True,64.83,2022-03-28,111.36082046886128,LOSS,3.0,crypto
SOL-USD,SHORT,2022-04-02,132.19886779785156,149.2020121281343,98.19257913728609,234,False,False,False,81.3,2022-04-18,98.19257913728609,WIN,16.0,crypto
SOL-USD,LONG,2022-05-10,66.76615142822266,51.81887205488391,96.66071017490015,272,False,False,False,24.68,2022-05-11,51.81887205488391,LOSS,1.0,crypto
SOL-USD,LONG,2022-05-13,48.59355163574219,29.895672650676712,85.98930960587313,275,False,False,False,20.54,2022-06-13,29.895672650676712,LOSS,31.0,crypto
SOL-USD,SHORT,2022-06-22,34.12163543701172,43.4566659937343,15.451574323566561,315,False,False,False,45.83,2022-07-18,43.4566659937343,LOSS,26.0,crypto
SOL-USD,SHORT,2022-07-20,42.09366989135742,48.868329235725035,28.544351202622195,343,False,True,True,66.04,2022-10-13,28.544351202622195,WIN,85.0,crypto
SOL-USD,LONG,2022-10-16,30.168840408325195,27.110336925614735,36.285847373746115,431,False,False,False,35.53,2022-10-21,27.110336925614735,LOSS,5.0,crypto
SOL-USD,SHORT,2022-11-06,32.6835823059082,37.01518694673457,24.020373024255463,452,False,True,True,69.08,2022-11-08,24.020373024255463,WIN,2.0,crypto
SOL-USD,LONG,2022-11-10,17.681407928466797,10.546667017307017,31.950889750786356,456,False,False,False,22.54,2022-12-28,10.546667017307017,LOSS,48.0,crypto
SOL-USD,LONG,2022-12-30,9.880176544189453,8.199253237186053,13.242023158196254,506,False,False,False,22.03,2023-01-03,13.242023158196254,WIN,4.0,crypto
SOL-USD,SHORT,2023-01-07,13.092267990112305,14.90081235455375,9.475179261229414,514,False,False,False,61.91,2023-01-09,14.90081235455375,LOSS,2.0,crypto
SOL-USD,SHORT,2023-01-12,16.619043350219727,18.774526913657066,12.308076223345047,519,False,True,True,73.46,2023-01-14,18.774526913657066,LOSS,2.0,crypto
SOL-USD,SHORT,2023-01-15,22.873306274414062,26.059495800658382,16.500927221925423,522,False,True,True,88.88,2023-01-21,26.059495800658382,LOSS,6.0,crypto
SOL-USD,LONG,2023-02-11,20.830095291137695,17.63630857640779,27.21766872059751,549,False,True,False,40.91,2023-03-09,17.63630857640779,LOSS,26.0,crypto
SOL-USD,LONG,2023-03-10,18.243642807006836,15.378870522152647,23.973187376715213,576,False,False,False,27.68,2023-04-12,23.973187376715213,WIN,33.0,crypto
SOL-USD,SHORT,2023-04-15,24.079378128051758,26.591387432581993,19.05535951899129,612,False,True,True,70.75,2023-05-24,19.05535951899129,WIN,39.0,crypto
SOL-USD,SHORT,2023-06-05,20.07505989074707,21.971948025993754,16.281283620253703,663,True,False,False,59.56,2023-06-10,16.281283620253703,WIN,5.0,crypto
SOL-USD,LONG,2023-06-13,15.018193244934082,12.544459943222154,19.965659848357937,671,False,False,False,25.31,2023-07-06,19.965659848357937,WIN,23.0,crypto
SOL-USD,LONG,2023-08-23,21.703624725341797,19.314006418742384,26.482861338540623,742,True,False,False,33.43,2023-09-01,19.314006418742384,LOSS,9.0,crypto
SOL-USD,SHORT,2023-09-21,19.47907066345215,21.26472985656902,15.907752277218407,771,False,False,False,54.88,2023-09-30,21.26472985656902,LOSS,9.0,crypto
SOL-USD,SHORT,2023-10-04,23.144786834716797,25.23918242827177,18.955995647606848,784,False,False,False,72.42,2023-10-19,25.23918242827177,LOSS,15.0,crypto
SOL-USD,SHORT,2023-10-22,29.03668212890625,31.791090266117028,23.527865854484695,802,False,False,False,80.94,2023-10-23,31.791090266117028,LOSS,1.0,crypto
SOL-USD,LONG,2023-11-22,57.588558197021484,46.649622774282065,79.46642904250032,833,False,False,False,54.1,2023-12-20,79.46642904250032,WIN,28.0,crypto
SOL-USD,SHORT,2023-12-26,112.6767349243164,130.00576373126287,78.01867731042347,867,False,False,False,85.79,2024-02-29,130.00576373126287,LOSS,65.0,crypto
SOL-USD,LONG,2024-04-14,151.28494262695312,121.15214876384042,211.55053035317854,977,False,True,True,29.93,2024-05-01,121.15214876384042,LOSS,17.0,crypto
SOL-USD,SHORT,2024-05-16,159.116455078125,179.93235717796824,117.48465087843852,1009,False,False,False,57.59,2024-05-20,179.93235717796824,LOSS,4.0,crypto
SOL-USD,SHORT,2024-05-21,178.11614990234375,200.18244902456414,133.98355165790298,1014,False,False,False,70.6,2024-06-18,133.98355165790298,WIN,28.0,crypto
SOL-USD,SHORT,2024-07-17,155.5841064453125,173.70051156344036,119.35129620905678,1071,False,False,False,61.93,2024-07-20,173.70051156344036,LOSS,3.0,crypto
SOL-USD,SHORT,2024-07-22,178.97828674316406,197.65609101381804,141.6226782018561,1076,False,False,False,71.89,2024-08-03,141.6226782018561,WIN,12.0,crypto
SOL-USD,LONG,2024-08-06,144.09036254882812,118.25382846425518,195.76343071797402,1091,False,True,True,30.26,2024-11-07,195.76343071797402,WIN,93.0,crypto
SOL-USD,LONG,2024-12-11,227.44683837890625,196.95364955708888,288.433216022541,1218,False,False,False,41.04,2024-12-19,196.95364955708888,LOSS,8.0,crypto
SOL-USD,SHORT,2025-01-20,242.25022888183594,282.354674795061,162.04133705538584,1258,False,False,False,67.92,2025-02-18,162.04133705538584,WIN,29.0,crypto
SOL-USD,SHORT,2025-03-26,137.28857421875,158.10258774226634,95.66054717171733,1323,False,False,False,53.36,2025-05-08,158.10258774226634,LOSS,43.0,crypto
SOL-USD,SHORT,2025-05-11,173.02645874023438,189.21563076302203,140.64811469465906,1369,False,False,False,78.93,2025-06-20,140.64811469465906,WIN,40.0,crypto
SOL-USD,SHORT,2025-07-11,162.8833770751953,177.99361468294293,132.66290185970007,1430,False,False,False,62.93,2025-07-17,177.99361468294293,LOSS,6.0,crypto
SOL-USD,SHORT,2025-07-19,177.07012939453125,192.4246430623399,146.36110205891396,1438,False,False,False,71.9,2025-07-21,192.4246430623399,LOSS,2.0,crypto
SOL-USD,SHORT,2025-07-23,189.54293823242188,208.84097336125114,150.94686797476334,1442,False,False,False,84.28,2025-08-14,208.84097336125114,LOSS,22.0,crypto
SOL-USD,SHORT,2025-09-14,240.5576934814453,261.22716222713063,199.21875599007467,1495,False,False,False,72.09,2025-09-25,199.21875599007467,WIN,11.0,crypto
SOL-USD,LONG,2025-09-26,205.35255432128906,182.45486854416754,251.1479258755321,1507,False,True,True,33.37,2025-10-10,182.45486854416754,LOSS,14.0,crypto
SOL-USD,LONG,2025-10-12,197.508544921875,167.39662677447788,257.73238121666924,1523,False,True,True,32.29,2025-11-03,167.39662677447788,LOSS,22.0,crypto
SOL-USD,LONG,2025-11-05,162.56607055664062,137.06177645462634,213.5746587606692,1547,False,False,False,28.07,2025-11-14,137.06177645462634,LOSS,9.0,crypto
SOL-USD,SHORT,2025-12-04,139.0145263671875,157.62748602644334,101.78860704867583,1576,False,False,False,50.86,2026-01-31,101.78860704867583,WIN,58.0,crypto
SOL-USD,LONG,2026-02-02,104.47115325927734,90.87717850284815,131.65910277213572,1636,False,False,False,24.75,2026-02-04,90.87717850284815,LOSS,2.0,crypto
SOL-USD,SHORT,2026-02-26,85.90911865234375,97.66008237607157,62.40719120488811,1660,False,False,False,47.27,2026-05-11,97.66008237607157,LOSS,74.0,crypto
SOL-USD,SHORT,2026-05-12,94.28429412841797,100.5247055169526,81.80347135134872,1735,False,True,True,75.25,2026-05-23,81.80347135134872,WIN,11.0,crypto
SOL-USD,LONG,2026-06-07,66.31063079833984,58.50879406733407,81.91430426035139,1761,False,False,False,14.16,2026-07-02,81.91430426035139,WIN,25.0,crypto
