pair,direction,entry_date,entry_price,stop_loss,take_profit,entry_bar,ema_aligned,volume_confirmed,volume_used,breakout_strength_atr,exit_date,exit_price,outcome,bars_held,asset_class
AUDCAD=X,LONG,2021-12-22,0.9236199855804443,0.9103135294097006,0.9502328979219319,87,True,False,False,0.051,2022-01-07,0.9103135294097006,LOSS,12.0,forex
AUDCAD=X,LONG,2022-02-23,0.9226109981536865,0.9094946976989852,0.9488435990630892,132,True,False,False,0.291,2022-04-05,0.9488435990630892,WIN,29.0,forex
AUDCAD=X,LONG,2022-07-28,0.8964800238609314,0.8817408275220089,0.9259584165387764,243,True,False,False,0.027,2022-09-08,0.8817408275220089,LOSS,30.0,forex
AUDCAD=X,LONG,2022-11-15,0.8916400074958801,0.8717501063785781,0.9314198097304842,321,True,False,False,0.021,2022-12-13,0.9314198097304842,WIN,20.0,forex
AUDCAD=X,LONG,2023-01-26,0.9510700106620789,0.9325992730029676,0.9880114859803013,373,True,False,False,0.043,2023-02-03,0.9325992730029676,LOSS,6.0,forex
AUDCAD=X,LONG,2023-11-02,0.8884850144386292,0.8728345743807797,0.919785894554328,573,True,False,False,0.452,2024-02-08,0.8728345743807797,LOSS,70.0,forex
AUDCAD=X,LONG,2024-05-16,0.9106349945068359,0.8991246810777921,0.9336556213649236,713,True,False,False,0.253,2024-07-31,0.8991246810777921,LOSS,54.0,forex
AUDCAD=X,LONG,2024-08-20,0.9180690050125122,0.9045895117474514,0.9450279915426338,781,True,False,False,0.154,2024-09-06,0.9045895117474514,LOSS,13.0,forex
AUDCAD=X,LONG,2025-02-26,0.9082900285720825,0.897763580163843,0.9293429253885617,916,True,False,False,0.085,2025-02-28,0.897763580163843,LOSS,2.0,forex
AUDCAD=X,LONG,2025-07-11,0.8999999761581421,0.8875436428428404,0.9249126427887455,1011,True,False,False,0.134,2025-07-17,0.8875436428428404,LOSS,4.0,forex
AUDCAD=X,LONG,2025-09-12,0.9221199750900269,0.9102693900183912,0.9458211452332981,1056,True,False,False,0.221,2025-09-19,0.9102693900183912,LOSS,5.0,forex
AUDCAD=X,LONG,2025-12-04,0.9214400053024292,0.911944520577941,0.9404309747514057,1115,True,False,False,0.188,2025-12-16,0.911944520577941,LOSS,8.0,forex
AUDCAD=X,LONG,2026-01-07,0.9304699897766113,0.9197867245660227,0.9518365201977885,1137,True,False,False,0.382,2026-01-28,0.9518365201977885,WIN,15.0,forex
AUDCAD=X,LONG,2026-02-23,0.9705309867858887,0.9565347634435776,0.9985234334705109,1170,True,False,False,0.119,2026-03-03,0.9565347634435776,LOSS,6.0,forex
AUDCAD=X,LONG,2026-04-08,0.9795460104942322,0.9609360241202844,1.0167659832421276,1202,True,False,False,0.372,,,OPEN,,forex
AUDCHF=X,LONG,2022-03-07,0.6803299784660339,0.6659181143409653,0.7091537067161713,140,True,False,False,0.36,2022-04-06,0.7091537067161713,WIN,22.0,forex
AUDCHF=X,LONG,2022-06-08,0.7028800249099731,0.6863858718700162,0.735868330989887,207,True,False,False,0.012,2022-06-14,0.6863858718700162,LOSS,4.0,forex
AUDCHF=X,LONG,2023-01-09,0.6388999819755554,0.6242464975471238,0.6682069508324187,360,True,False,False,0.038,2023-03-07,0.6242464975471238,LOSS,41.0,forex
AUDCHF=X,LONG,2023-06-12,0.6091499924659729,0.5960116741574296,0.6354266290830595,470,True,False,False,0.053,2023-06-26,0.5960116741574296,LOSS,10.0,forex
AUDCHF=X,LONG,2023-11-06,0.5858500003814697,0.5746710356804638,0.6082079297834815,575,True,False,False,0.108,2023-11-10,0.5746710356804638,LOSS,4.0,forex
AUDCHF=X,LONG,2024-02-19,0.5757200121879578,0.5674421178027721,0.5922758009583291,650,True,False,False,0.007,2024-03-21,0.5922758009583291,WIN,23.0,forex
AUDCHF=X,LONG,2024-05-07,0.6005200147628784,0.5907405688058396,0.6200789066769561,706,True,False,False,0.008,2024-06-07,0.5907405688058396,LOSS,23.0,forex
AUDCHF=X,LONG,2024-07-11,0.6071619987487793,0.5989382894908611,0.6236094172646156,753,True,False,False,0.044,2024-07-17,0.5989382894908611,LOSS,4.0,forex
AUDCHF=X,LONG,2024-09-23,0.5793600082397461,0.5671907771869293,0.6036984703453796,805,True,False,False,0.015,2024-10-29,0.5671907771869293,LOSS,26.0,forex
AUDCHF=X,LONG,2025-02-12,0.5749599933624268,0.5656062818952018,0.5936674162968767,906,True,False,False,0.026,2025-02-25,0.5656062818952018,LOSS,9.0,forex
AUDCHF=X,LONG,2025-05-07,0.5371599793434143,0.5212021323066196,0.5690756734170037,964,True,False,False,0.216,2025-06-23,0.5212021323066196,LOSS,33.0,forex
AUDCHF=X,LONG,2025-09-12,0.5305989980697632,0.5225920625739837,0.5466128690613221,1056,True,False,False,0.152,2025-09-22,0.5225920625739837,LOSS,6.0,forex
AUDCHF=X,LONG,2025-12-05,0.5309299826622009,0.5211159884974303,0.5505579709917421,1116,True,False,False,0.006,2026-02-12,0.5505579709917421,WIN,47.0,forex
AUDCHF=X,LONG,2026-03-03,0.5532799959182739,0.5409958508593984,0.577848286036025,1176,True,False,False,0.197,2026-08-18,0.577848286036025,WIN,120.0,forex
AUDJPY=X,LONG,2022-03-03,84.24700164794922,82.22927490282868,88.2824551381903,138,True,False,False,0.023,2022-03-18,88.2824551381903,WIN,11.0,forex
AUDJPY=X,LONG,2022-03-21,88.36599731445312,86.07612278985907,92.94574636364123,150,True,False,False,0.013,2022-03-28,92.94574636364123,WIN,5.0,forex
AUDJPY=X,LONG,2022-04-20,95.62000274658203,93.12042660372964,100.61915503228681,172,True,False,False,0.49,2022-04-22,93.12042660372964,LOSS,2.0,forex
AUDJPY=X,LONG,2022-06-03,94.39600372314453,91.38294227919394,100.42212661104571,204,True,False,False,0.125,2022-08-02,91.38294227919394,LOSS,42.0,forex
AUDJPY=X,LONG,2023-06-19,97.48999786376953,95.0551120920696,102.35976940716938,475,True,False,False,0.122,2023-07-07,95.0551120920696,LOSS,14.0,forex
AUDJPY=X,LONG,2023-11-02,96.70899963378906,94.80799234863827,100.51101420409066,573,True,False,False,0.265,2023-12-08,94.80799234863827,LOSS,26.0,forex
AUDJPY=X,LONG,2024-01-11,97.6729965209961,95.68234118729798,101.65430718839232,623,True,False,False,0.088,2024-02-01,95.68234118729798,LOSS,15.0,forex
AUDJPY=X,LONG,2024-03-21,99.4540023803711,97.90160359031809,102.5587999604771,673,True,False,False,0.526,2024-04-19,97.90160359031809,LOSS,21.0,forex
AUDJPY=X,LONG,2024-04-29,103.48999786376953,101.13712174113351,108.19575010904157,700,True,False,False,0.506,2024-05-02,101.13712174113351,LOSS,3.0,forex
AUDJPY=X,LONG,2024-06-19,105.12699890136719,103.2639366022133,108.85312349967495,737,True,False,False,0.058,2024-07-10,108.85312349967495,WIN,15.0,forex
AUDJPY=X,LONG,2024-10-03,100.9260025024414,97.67187391094721,107.4342596854298,813,True,False,False,0.116,2024-11-29,97.67187391094721,LOSS,41.0,forex
AUDJPY=X,LONG,2025-05-12,93.62000274658203,91.0240253219628,98.8119575958205,967,True,False,False,0.127,2025-10-06,98.8119575958205,WIN,105.0,forex
AUDJPY=X,LONG,2025-10-07,99.45999908447266,97.88009050809283,102.6198162372323,1073,True,False,False,0.152,2025-10-14,97.88009050809283,LOSS,5.0,forex
AUDJPY=X,LONG,2025-11-20,101.87999725341797,99.75309701696722,106.13379772631947,1105,True,False,False,0.064,2026-01-12,106.13379772631947,WIN,35.0,forex
AUDJPY=X,LONG,2026-01-23,108.40299987792969,106.34189721310867,112.52520520757173,1149,True,False,False,0.195,2026-01-26,106.34189721310867,LOSS,1.0,forex
AUDJPY=X,LONG,2026-02-09,110.59300231933594,107.77353324001005,116.2319404779877,1160,True,False,False,0.246,2026-02-13,107.77353324001005,LOSS,4.0,forex
AUDJPY=X,LONG,2026-03-03,111.73500061035156,108.97740621366688,117.25018940372092,1176,True,False,False,0.039,2026-03-31,108.97740621366688,LOSS,20.0,forex
AUDJPY=X,LONG,2026-04-16,113.95099639892578,111.77275175231169,118.30748569215396,1208,True,False,False,0.076,2026-04-30,111.77275175231169,LOSS,10.0,forex
AUDNZD=X,LONG,2022-02-01,1.0745999813079834,1.063006634229288,1.097786675465374,116,True,False,False,0.142,2022-03-15,1.063006634229288,LOSS,30.0,forex
AUDNZD=X,LONG,2022-03-29,1.0857199430465698,1.073101997131144,1.1109558348774216,156,True,False,False,0.029,2022-03-31,1.073101997131144,LOSS,2.0,forex
AUDNZD=X,LONG,2022-07-28,1.1172599792480469,1.1034176337845978,1.144944670174945,243,True,False,False,0.107,2022-08-02,1.1034176337845978,LOSS,3.0,forex
AUDNZD=X,LONG,2022-09-20,1.1284689903259277,1.1157384437791467,1.1539300834194899,281,True,False,False,0.099,2022-10-13,1.1157384437791467,LOSS,17.0,forex
AUDNZD=X,LONG,2023-01-13,1.0907330513000488,1.0688010343160128,1.1345970852681209,364,True,False,False,0.034,2023-03-14,1.0688010343160128,LOSS,42.0,forex
AUDNZD=X,LONG,2023-04-17,1.0811619758605957,1.0647497934606482,1.1139863406604906,430,True,False,False,0.018,2023-05-04,1.0647497934606482,LOSS,13.0,forex
AUDNZD=X,LONG,2023-08-29,1.0880500078201294,1.0775567628087375,1.1090364978429132,526,True,False,False,0.135,2023-09-14,1.0775567628087375,LOSS,12.0,forex
AUDNZD=X,LONG,2024-03-21,1.0834399461746216,1.073413343347126,1.1034931518296127,673,True,False,False,0.299,2024-06-04,1.073413343347126,LOSS,53.0,forex
AUDNZD=X,LONG,2024-07-02,1.0972100496292114,1.0859051137475264,1.1198199213925815,746,True,False,False,0.143,2024-08-05,1.0859051137475264,LOSS,24.0,forex
AUDNZD=X,LONG,2024-10-03,1.099910020828247,1.0875896949196586,1.124550672645424,813,True,False,False,0.188,2024-10-04,1.0875896949196586,LOSS,1.0,forex
AUDNZD=X,LONG,2024-11-08,1.1086299419403076,1.0959231177804032,1.1340435902601165,839,True,False,False,0.069,2024-12-05,1.0959231177804032,LOSS,19.0,forex
AUDNZD=X,LONG,2024-12-25,1.1180000305175781,1.1045991089960396,1.144801873560655,872,True,False,False,1.158,2024-12-26,1.1045991089960396,LOSS,1.0,forex
AUDNZD=X,LONG,2025-05-14,1.0903300046920776,1.0782477718119472,1.1144944704523385,969,True,False,False,0.02,2025-05-28,1.0782477718119472,LOSS,10.0,forex
AUDNZD=X,LONG,2025-08-26,1.1080299615859985,1.098046047567597,1.1279977896228015,1043,True,False,False,0.05,2025-09-24,1.1279977896228015,WIN,21.0,forex
AUDNZD=X,LONG,2025-09-30,1.1378799676895142,1.1276192343322489,1.1584014344040447,1068,True,False,False,0.191,2025-11-10,1.1584014344040447,WIN,29.0,forex
AUDNZD=X,LONG,2025-12-29,1.1523900032043457,1.1417722038742277,1.1736256018645816,1131,True,False,False,0.051,2026-02-11,1.1736256018645816,WIN,31.0,forex
AUDNZD=X,LONG,2026-02-12,1.1779600381851196,1.1649174687838868,1.2040451769875853,1163,True,False,False,0.144,2026-03-11,1.2040451769875853,WIN,19.0,forex
AUDNZD=X,LONG,2026-04-08,1.2181199789047241,1.2036884068059883,1.2469831231021957,1202,True,False,False,0.08,2026-05-29,1.2036884068059883,LOSS,37.0,forex
AUDUSD=X,LONG,2022-03-07,0.7394808530807495,0.722814387514679,0.7728137842128906,140,True,False,False,0.236,2022-03-14,0.722814387514679,LOSS,5.0,forex
AUDUSD=X,LONG,2022-03-23,0.7462301850318909,0.7269331352029245,0.7848242846898237,152,True,False,False,0.128,2022-04-22,0.7269331352029245,LOSS,22.0,forex
AUDUSD=X,LONG,2022-06-03,0.726900041103363,0.7082524154771539,0.7641952923557813,204,True,False,False,0.119,2022-06-10,0.7082524154771539,LOSS,5.0,forex
AUDUSD=X,LONG,2022-07-28,0.6994900107383728,0.6817835924344743,0.7349028473461698,243,True,False,False,0.132,2022-09-01,0.6817835924344743,LOSS,25.0,forex
AUDUSD=X,LONG,2022-11-11,0.6606900691986084,0.6317080035407825,0.7186542005142602,319,True,False,False,0.068,2023-10-03,0.6317080035407825,LOSS,232.0,forex
AUDUSD=X,LONG,2023-11-06,0.6516865491867065,0.6369099444997334,0.6812397585606529,575,True,False,False,0.104,2023-11-10,0.6369099444997334,LOSS,4.0,forex
AUDUSD=X,LONG,2023-12-04,0.6682884097099304,0.6538645639950784,0.6971361011396344,595,True,False,False,0.129,2023-12-07,0.6538645639950784,LOSS,3.0,forex
AUDUSD=X,LONG,2024-05-16,0.6701065301895142,0.6570159926377545,0.6962876052930336,713,True,False,False,0.219,2024-07-25,0.6570159926377545,LOSS,50.0,forex
AUDUSD=X,LONG,2024-08-20,0.6735321879386902,0.6608338369141474,0.6989288899877757,781,True,False,False,0.192,2024-10-28,0.6608338369141474,LOSS,49.0,forex
AUDUSD=X,LONG,2025-02-21,0.6404098868370056,0.6286773825254033,0.6638748954602103,913,True,False,False,0.121,2025-02-27,0.6286773825254033,LOSS,4.0,forex
AUDUSD=X,LONG,2025-04-22,0.6421988606452942,0.6206574606895016,0.6852816605568794,953,True,False,False,0.289,2026-01-23,0.6852816605568794,WIN,196.0,forex
AUDUSD=X,LONG,2026-01-26,0.691399872303009,0.6794191750407899,0.7153612668274474,1150,True,False,False,0.551,2026-03-11,0.7153612668274474,WIN,32.0,forex
AUDUSD=X,LONG,2026-04-16,0.7175799012184143,0.7012314909281973,0.7502767217988484,1208,True,False,False,0.114,2026-06-10,0.7012314909281973,LOSS,39.0,forex
CADCHF=X,LONG,2022-01-11,0.7319999933242798,0.7203688482031252,0.755262283566589,101,True,False,False,0.134,2022-01-24,0.7203688482031252,LOSS,9.0,forex
CADCHF=X,LONG,2022-03-16,0.7366700172424316,0.7236190822272344,0.7627718872728262,147,True,False,False,0.123,2022-04-29,0.7627718872728262,WIN,32.0,forex
CADCHF=X,LONG,2022-05-16,0.7759000062942505,0.7623868078042301,0.8029264032742913,190,True,False,False,0.112,2022-05-19,0.7623868078042301,LOSS,3.0,forex
CADCHF=X,LONG,2023-06-05,0.6773899793624878,0.6655410662374471,0.7010878056125691,465,True,False,False,0.199,2023-07-11,0.6655410662374471,LOSS,26.0,forex
CADCHF=X,LONG,2023-09-26,0.6780700087547302,0.66821861694513,0.6977727923739308,546,True,False,False,0.085,2023-10-04,0.66821861694513,LOSS,6.0,forex
CADCHF=X,LONG,2023-12-18,0.6505699753761292,0.6419355706798558,0.6678387847686758,605,False,False,False,0.107,2023-12-21,0.6419355706798558,LOSS,3.0,forex
CADCHF=X,LONG,2024-02-08,0.6492400169372559,0.6395535366110978,0.6686129775895719,643,True,False,False,0.248,2024-04-02,0.6686129775895719,WIN,38.0,forex
CADCHF=X,LONG,2024-07-03,0.6606900095939636,0.65233001173296,0.6774100053159708,747,True,False,False,0.019,2024-07-17,0.65233001173296,LOSS,10.0,forex
CADCHF=X,LONG,2025-02-12,0.6390299797058105,0.6294033864978772,0.6582831661216773,906,True,False,False,0.106,2025-02-24,0.6294033864978772,LOSS,8.0,forex
CADJPY=X,LONG,2022-01-12,91.69200134277344,89.83566964631426,95.4046647356918,102,True,False,False,0.001,2022-01-24,89.83566964631426,LOSS,8.0,forex
CADJPY=X,LONG,2022-03-14,92.27799987792969,90.30556212521934,96.22287538335038,145,True,False,False,0.117,2022-03-23,96.22287538335038,WIN,7.0,forex
CADJPY=X,LONG,2022-03-25,97.68000030517578,95.50221771271913,102.03556549008908,154,True,False,False,0.198,2022-04-19,102.03556549008908,WIN,17.0,forex
CADJPY=X,LONG,2022-04-20,102.6050033569336,100.36745860639516,107.08009285801046,172,True,False,False,0.417,2022-04-25,100.36745860639516,LOSS,3.0,forex
CADJPY=X,LONG,2022-06-03,103.34600067138672,100.61138519371987,108.81523162672042,204,True,False,False,0.108,2022-09-06,108.81523162672042,WIN,67.0,forex
CADJPY=X,LONG,2022-10-18,108.625,106.12560889422589,113.62378221154822,301,True,False,False,0.133,2022-11-10,106.12560889422589,LOSS,17.0,forex
CADJPY=X,LONG,2023-04-12,99.21900177001953,96.74957489990247,104.15785551025365,427,True,False,False,0.025,2023-06-05,104.15785551025365,WIN,38.0,forex
CADJPY=X,LONG,2023-06-23,108.79100036621094,106.30543603575151,113.76212902712979,479,True,False,False,0.164,2023-07-11,106.30543603575151,LOSS,12.0,forex
CADJPY=X,LONG,2023-09-15,109.12000274658203,107.36404132525347,112.63192558923916,539,True,False,False,0.052,2023-11-21,107.36404132525347,LOSS,47.0,forex
CADJPY=X,LONG,2024-01-22,110.25800323486328,108.22936630670827,114.3152770911733,630,True,False,False,0.036,2024-04-26,114.3152770911733,WIN,69.0,forex
CADJPY=X,LONG,2024-04-29,115.85399627685547,113.7901634637003,119.98166190316581,700,True,False,False,0.585,2024-05-02,113.7901634637003,LOSS,3.0,forex
CADJPY=X,LONG,2024-05-28,115.0739974975586,113.3293459093081,118.56330067405958,721,True,False,False,0.016,2024-06-04,113.3293459093081,LOSS,5.0,forex
CADJPY=X,LONG,2024-06-21,116.14099884033203,114.44551888497413,119.53195875104782,739,True,False,False,0.206,2024-07-17,114.44551888497413,LOSS,18.0,forex
CADJPY=X,LONG,2025-06-17,106.61299896240234,104.49419845512853,110.85059997694998,993,True,False,False,0.207,2025-11-18,110.85059997694998,WIN,110.0,forex
CADJPY=X,LONG,2025-11-19,111.19000244140625,109.2816850378033,115.00663724861215,1104,True,False,False,0.099,2026-01-23,115.00663724861215,WIN,45.0,forex
CADJPY=X,LONG,2026-03-09,116.45600128173828,114.35208051895557,120.6638428073037,1180,True,False,False,0.512,2026-03-31,114.35208051895557,LOSS,16.0,forex
CADJPY=X,LONG,2026-07-15,115.41100311279297,114.15480574272813,117.92339785292265,1272,True,False,False,0.209,2026-07-30,114.15480574272813,LOSS,11.0,forex
CHFJPY=X,LONG,2022-03-21,127.82099914550781,125.9517033386849,131.55959075915365,150,True,False,False,0.158,2022-03-25,131.55959075915365,WIN,4.0,forex
CHFJPY=X,LONG,2022-06-02,135.09300231933594,132.27293089537295,140.7331451672619,203,True,False,False,0.1,2022-06-21,140.7331451672619,WIN,13.0,forex
CHFJPY=X,LONG,2022-09-06,143.465087890625,140.71947704953956,148.95630957279587,271,True,False,False,0.028,2022-09-12,148.95630957279587,WIN,4.0,forex
CHFJPY=X,LONG,2023-02-21,145.4945526123047,142.60159673759802,151.28046436171803,391,True,False,False,0.019,2023-03-16,142.60159673759802,LOSS,17.0,forex
CHFJPY=X,LONG,2023-04-12,147.9239959716797,144.3871848231944,154.99761826865029,427,True,False,False,0.022,2023-05-26,154.99761826865029,WIN,32.0,forex
CHFJPY=X,LONG,2023-05-29,155.25999450683594,152.5978034693367,160.58437658183442,460,True,False,False,0.071,2023-06-01,152.5978034693367,LOSS,3.0,forex
CHFJPY=X,LONG,2023-06-23,159.802001953125,156.65112924288937,166.10374737359626,479,True,False,False,0.228,2023-08-15,166.10374737359626,WIN,37.0,forex
CHFJPY=X,LONG,2023-08-22,166.4499969482422,163.4592030290339,172.4315847866588,521,True,False,False,0.045,2023-09-21,163.4592030290339,LOSS,22.0,forex
CHFJPY=X,LONG,2023-10-17,166.1020050048828,163.621333517826,171.06334797899643,561,True,False,False,0.008,2023-12-08,163.621333517826,LOSS,38.0,forex
CHFJPY=X,LONG,2024-01-11,171.3350067138672,167.01389237442578,179.97723539275,623,True,False,False,0.084,2024-03-27,167.01389237442578,LOSS,54.0,forex
CHFJPY=X,LONG,2024-04-29,173.14700317382812,170.26396599744618,178.91307752659202,700,True,False,False,0.481,2024-05-02,170.26396599744618,LOSS,3.0,forex
CHFJPY=X,LONG,2024-05-31,173.7239990234375,171.4213153407172,178.3293663888781,724,True,False,False,0.293,2024-06-18,178.3293663888781,WIN,12.0,forex
CHFJPY=X,LONG,2024-07-04,179.3800048828125,177.5054828661934,183.1290489160507,748,True,False,False,0.056,2024-07-11,177.5054828661934,LOSS,5.0,forex
CHFJPY=X,LONG,2024-10-07,173.2969970703125,169.71158560259786,180.46782000574177,815,True,False,False,0.091,2024-12-02,169.71158560259786,LOSS,40.0,forex
CHFJPY=X,LONG,2025-04-11,175.09169006347656,171.31351444153302,182.64804130736366,948,True,False,False,0.223,2025-07-07,182.64804130736366,WIN,59.0,forex
CHFJPY=X,LONG,2025-07-09,184.48599243164062,181.83066558060125,189.79664613371938,1009,True,False,False,0.175,2025-08-05,181.83066558060125,LOSS,19.0,forex
CHFJPY=X,LONG,2025-09-08,185.59771728515625,183.40407213734193,189.9850075807849,1052,True,False,False,0.439,2025-10-08,189.9850075807849,WIN,22.0,forex
CHFJPY=X,LONG,2025-12-12,195.70599365234375,193.01759665919224,201.08278763864678,1121,True,False,False,0.022,2026-01-23,201.08278763864678,WIN,28.0,forex
CHFJPY=X,LONG,2026-02-09,202.6510009765625,199.2744525332884,209.40409786311068,1160,True,False,False,0.034,2026-02-11,199.2744525332884,LOSS,2.0,forex
CHFJPY=X,LONG,2026-04-14,203.25799560546875,200.24363181990813,209.28672317659,1206,True,False,False,0.279,2026-04-30,200.24363181990813,LOSS,12.0,forex
EURAUD=X,LONG,2022-02-04,1.6009999513626099,1.569950976661927,1.6630979007639755,119,True,False,False,0.053,2022-02-22,1.569950976661927,LOSS,12.0,forex
EURAUD=X,LONG,2022-04-25,1.4941999912261963,1.4563586224660878,1.5698827287464132,175,False,False,False,0.008,2022-07-26,1.4563586224660878,LOSS,66.0,forex
EURAUD=X,LONG,2022-09-08,1.4804999828338623,1.4498107605252042,1.5418784274511785,273,True,False,False,0.039,2022-10-10,1.5418784274511785,WIN,22.0,forex
EURAUD=X,LONG,2022-12-06,1.5654900074005127,1.5322950271752371,1.6318799678510638,336,True,False,False,0.047,2023-01-25,1.5322950271752371,LOSS,36.0,forex
EURAUD=X,LONG,2023-03-10,1.6065900325775146,1.5762354117275417,1.6672992742774606,404,True,False,False,0.182,2023-04-26,1.6672992742774606,WIN,33.0,forex
EURAUD=X,LONG,2023-08-02,1.6633800268173218,1.6264713413675786,1.737197397716808,507,True,False,False,0.17,2023-12-14,1.6264713413675786,LOSS,96.0,forex
EURAUD=X,LONG,2024-07-25,1.648550033569336,1.6288589315079443,1.6879322376921193,763,True,False,False,0.132,2024-08-05,1.6879322376921193,WIN,7.0,forex
EURAUD=X,LONG,2024-10-29,1.6432199478149414,1.6192516826664287,1.6911564781119668,831,True,False,False,0.043,2024-11-07,1.6192516826664287,LOSS,7.0,forex
EURAUD=X,LONG,2024-12-19,1.6676100492477417,1.6405664772687056,1.7216971932058138,868,True,False,False,0.226,2024-12-25,1.6405664772687056,LOSS,4.0,forex
EURAUD=X,LONG,2025-03-04,1.6866999864578247,1.6617473732341232,1.7366052129052276,920,True,False,False,0.378,2025-03-11,1.7366052129052276,WIN,5.0,forex
EURAUD=X,LONG,2025-04-09,1.8436800241470337,1.7894951182229226,1.9520498359952558,946,True,False,False,0.233,2025-04-10,1.7894951182229226,LOSS,1.0,forex
EURAUD=X,LONG,2025-08-18,1.797629952430725,1.7754138068923402,1.842062243507495,1037,True,False,False,0.014,2025-09-10,1.7754138068923402,LOSS,17.0,forex
EURAUD=X,LONG,2025-10-17,1.804669976234436,1.7764540993331828,1.8611017300369426,1081,True,False,False,0.404,2025-10-27,1.7764540993331828,LOSS,6.0,forex
EURCAD=X,LONG,2022-02-04,1.4498599767684937,1.4249367314806247,1.4997064673442315,119,True,False,False,0.007,2022-02-28,1.4249367314806247,LOSS,16.0,forex
EURCAD=X,LONG,2022-09-30,1.3440699577331543,1.3177244660726743,1.3967609410541142,289,True,False,False,0.26,2022-11-28,1.3967609410541142,WIN,41.0,forex
EURCAD=X,LONG,2022-12-02,1.4144400358200073,1.3871483538413207,1.4690233997773805,334,True,False,False,0.06,2023-03-10,1.4690233997773805,WIN,70.0,forex
EURCAD=X,LONG,2023-03-23,1.490880012512207,1.4651025232211965,1.542434991094228,413,True,False,False,0.781,2023-04-03,1.4651025232211965,LOSS,7.0,forex
EURCAD=X,LONG,2023-04-24,1.4876999855041504,1.465534186095966,1.532031584320519,435,True,False,False,0.028,2023-05-10,1.465534186095966,LOSS,12.0,forex
EURCAD=X,LONG,2023-07-11,1.4608399868011475,1.4409894896684978,1.5005409810664467,491,True,False,False,0.057,2023-09-14,1.4409894896684978,LOSS,47.0,forex
EURCAD=X,LONG,2024-05-24,1.4847999811172485,1.4734588767132082,1.5074821899253292,719,True,False,False,0.157,2024-06-14,1.4734588767132082,LOSS,15.0,forex
EURCAD=X,LONG,2024-08-05,1.5146600008010864,1.4971907235018,1.5495985553996592,770,True,False,False,0.106,2024-08-08,1.4971907235018,LOSS,3.0,forex
EURCAD=X,LONG,2024-11-01,1.5166599750518799,1.5009147012211337,1.5481505227133723,834,True,False,False,0.31,2024-11-06,1.5009147012211337,LOSS,3.0,forex
EURCAD=X,LONG,2024-12-10,1.496019959449768,1.4742666994935976,1.539526479362109,861,True,False,False,0.006,2025-01-13,1.4742666994935976,LOSS,23.0,forex
EURCAD=X,LONG,2025-03-04,1.5193400382995605,1.4990527169020906,1.5599146810945004,920,True,False,False,0.663,2025-03-07,1.5599146810945004,WIN,3.0,forex
EURCAD=X,LONG,2025-06-24,1.5922000408172607,1.570646941358434,1.635306239734914,998,True,False,False,0.283,2025-09-29,1.635306239734914,WIN,69.0,forex
EURCAD=X,LONG,2025-10-17,1.6431599855422974,1.6247832074356425,1.679913541755607,1081,True,False,False,0.335,2025-10-22,1.6247832074356425,LOSS,3.0,forex
EURCAD=X,LONG,2026-01-28,1.6331199407577515,1.6186105412105047,1.662138739852245,1152,True,False,False,0.074,2026-01-29,1.6186105412105047,LOSS,1.0,forex
EURCAD=X,LONG,2026-04-08,1.6174499988555908,1.59767288524863,1.6570042260695126,1202,True,False,False,0.309,2026-04-23,1.59767288524863,LOSS,11.0,forex
EURCAD=X,LONG,2026-06-15,1.6200300455093384,1.6056704083119704,1.6487493199040744,1250,True,False,False,0.006,2026-07-14,1.6056704083119704,LOSS,21.0,forex
EURCHF=X,LONG,2022-01-11,1.0504800081253052,1.0404342466741134,1.0705715310276886,101,True,False,False,0.44,2022-01-18,1.0404342466741134,LOSS,5.0,forex
EURCHF=X,LONG,2022-02-07,1.059399962425232,1.0463137082504248,1.0855724707748462,120,True,False,False,0.012,2022-02-14,1.0463137082504248,LOSS,5.0,forex
EURCHF=X,LONG,2022-05-10,1.0491000413894653,1.0318498965948104,1.0836003309787752,186,True,False,False,0.002,2022-05-19,1.0318498965948104,LOSS,7.0,forex
EURCHF=X,LONG,2022-10-27,0.9939799904823303,0.9779627788787544,1.0260144136894822,308,True,False,False,0.066,2022-11-11,0.9779627788787544,LOSS,11.0,forex
EURCHF=X,LONG,2023-01-12,1.0019999742507935,0.9884940827309251,1.0290117572905302,363,True,False,False,0.012,2023-01-18,0.9884940827309251,LOSS,4.0,forex
EURCHF=X,LONG,2023-11-06,0.964900016784668,0.9533419621567959,0.9880161260404121,575,True,False,False,0.045,2023-11-30,0.9533419621567959,LOSS,18.0,forex
EURCHF=X,LONG,2024-02-20,0.9512500166893005,0.9413454591019405,0.9710591318640207,651,True,False,False,0.061,2024-03-21,0.9710591318640207,WIN,22.0,forex
EURCHF=X,LONG,2024-05-17,0.9846500158309937,0.9749664762217045,1.004017095049572,714,True,False,False,0.192,2024-06-03,0.9749664762217045,LOSS,11.0,forex
EURCHF=X,LONG,2024-09-23,0.9495400190353394,0.9377574705036772,0.9731051160986637,805,True,False,False,0.126,2024-10-01,0.9377574705036772,LOSS,6.0,forex
EURCHF=X,LONG,2024-12-17,0.9401800036430359,0.9304093194592699,0.959721372010568,866,True,False,False,0.223,2024-12-20,0.9304093194592699,LOSS,3.0,forex
EURCHF=X,LONG,2025-03-06,0.961430013179779,0.9473747000957647,0.9895406393478077,922,True,False,False,0.41,2025-04-04,0.9473747000957647,LOSS,21.0,forex
