pair,direction,entry_date,entry_price,stop_loss,take_profit,entry_bar,rsi_divergence,adx_strong,exit_date,exit_price,outcome,bars_held,asset_class
EURUSD,SHORT,2025-11-11,1.1557220220565796,1.1688578833623753,1.142586160750784,1111,False,False,2025-12-11,1.1688578833623753,LOSS,22.0,forex
EURUSD,SHORT,2026-01-20,1.1639139652252197,1.1755278421064177,1.1523000883440218,1159,True,False,2026-01-23,1.1755278421064177,LOSS,3.0,forex
EURUSD,SHORT,2026-02-26,1.181516408920288,1.1953977756408611,1.167635042199715,1186,False,False,2026-03-02,1.167635042199715,WIN,2.0,forex
EURUSD,SHORT,2026-03-23,1.1560158729553223,1.1755482306304723,1.1364835152801722,1203,False,True,2026-04-14,1.1755482306304723,LOSS,16.0,forex
EURUSD,SHORT,2026-05-29,1.1652837991714478,1.1776139356522943,1.1529536626906012,1252,False,False,2026-06-08,1.1529536626906012,WIN,6.0,forex
EURUSD,SHORT,2026-06-15,1.1603081226348877,1.172293797710735,1.1483224475590403,1263,False,False,2026-06-18,1.1483224475590403,WIN,3.0,forex
EURUSD,SHORT,2026-07-10,1.1433405876159668,1.1554923983869836,1.13118877684495,1282,False,True,2026-08-03,1.1554923983869836,LOSS,16.0,forex
GBPUSD,SHORT,2022-07-22,1.1996161937713623,1.2278116798705743,1.1714207076721503,252,False,True,2022-08-01,1.2278116798705743,LOSS,6.0,forex
GBPUSD,SHORT,2022-08-18,1.2045146226882935,1.2312369871690987,1.1777922582074882,271,False,False,2022-08-22,1.1777922582074882,WIN,2.0,forex
GBPUSD,LONG,2023-02-02,1.2390038967132568,1.2147956426678108,1.2632121507587029,391,False,False,2023-02-03,1.2147956426678108,LOSS,1.0,forex
GBPUSD,LONG,2023-03-15,1.215214490890503,1.184811599531608,1.2456173822493979,420,False,False,2023-04-04,1.2456173822493979,WIN,14.0,forex
GBPUSD,LONG,2023-04-18,1.2375471591949463,1.214434651244038,1.2606596671458545,444,False,False,2023-05-05,1.2606596671458545,WIN,13.0,forex
GBPUSD,LONG,2023-07-21,1.2872332334518433,1.2632921942640907,1.3111742726395959,512,False,True,2023-08-03,1.2632921942640907,LOSS,9.0,forex
GBPUSD,SHORT,2023-08-30,1.2636793851852417,1.2839302426385457,1.2434285277319377,540,False,False,2023-09-14,1.2434285277319377,WIN,11.0,forex
GBPUSD,SHORT,2023-10-10,1.2250398397445679,1.2449007598271185,1.2051789196620173,569,False,True,2023-11-14,1.2449007598271185,LOSS,25.0,forex
GBPUSD,LONG,2024-01-02,1.2728800773620605,1.2527507189730431,1.293009435751078,629,False,True,2024-02-05,1.2527507189730431,LOSS,24.0,forex
GBPUSD,LONG,2024-02-28,1.268166422843933,1.2535322781505258,1.2828005675373404,670,False,False,2024-03-08,1.2828005675373404,WIN,7.0,forex
GBPUSD,SHORT,2024-04-25,1.2459505796432495,1.2646206835642568,1.2272804757222422,711,False,False,2024-05-15,1.2646206835642568,LOSS,14.0,forex
GBPUSD,LONG,2024-07-29,1.2868356704711914,1.2726803793724484,1.3009909615699344,778,False,False,2024-08-02,1.2726803793724484,LOSS,4.0,forex
GBPUSD,LONG,2024-09-10,1.307138204574585,1.2899457414240147,1.3243306677251552,809,False,True,2024-09-18,1.3243306677251552,WIN,6.0,forex
GBPUSD,LONG,2024-10-03,1.326611876487732,1.30542276367138,1.3478009893040839,826,False,True,2024-10-10,1.30542276367138,LOSS,5.0,forex
GBPUSD,SHORT,2024-12-02,1.270163893699646,1.2917752615754754,1.2485525258238166,868,False,True,2024-12-20,1.2485525258238166,WIN,14.0,forex
GBPUSD,SHORT,2025-01-24,1.2353914976119995,1.2611331806994104,1.2096498145245886,906,False,False,2025-02-14,1.2611331806994104,LOSS,15.0,forex
GBPUSD,LONG,2025-04-01,1.292089819908142,1.2749937940609262,1.309185845755358,953,False,True,2025-04-03,1.309185845755358,WIN,2.0,forex
GBPUSD,LONG,2025-05-12,1.3289036750793457,1.304053405123414,1.3537539450352774,980,False,True,2025-05-26,1.3537539450352774,WIN,10.0,forex
GBPUSD,LONG,2025-07-07,1.3651504516601562,1.3439140342250977,1.3863868690952148,1020,False,False,2025-07-14,1.3439140342250977,LOSS,5.0,forex
GBPUSD,LONG,2025-08-20,1.348679542541504,1.329648707416031,1.3677103776669768,1052,False,False,2025-10-09,1.329648707416031,LOSS,36.0,forex
GBPUSD,SHORT,2025-11-26,1.315870761871338,1.3333330294363417,1.298408494306334,1122,False,True,2025-12-03,1.3333330294363417,LOSS,5.0,forex
GBPUSD,SHORT,2026-01-16,1.3381328582763672,1.3543304728003402,1.3219352437523941,1157,False,False,2026-01-23,1.3543304728003402,LOSS,5.0,forex
GBPUSD,LONG,2026-02-09,1.3608959913253784,1.3381254714390205,1.3836665112117363,1173,False,True,2026-03-02,1.3381254714390205,LOSS,15.0,forex
GBPUSD,SHORT,2026-05-27,1.345532774925232,1.3637805075782783,1.3272850422721856,1250,True,False,2026-06-18,1.3272850422721856,WIN,16.0,forex
USDJPY,LONG,2025-12-01,155.92799377441406,153.5527662607915,158.30322128803664,1125,False,True,2026-01-13,158.30322128803664,WIN,29.0,forex
USDCHF,SHORT,2024-09-30,0.840499997138977,0.8549977934923128,0.8260022007856413,823,False,True,2024-10-04,0.8549977934923128,LOSS,4.0,forex
USDCHF,LONG,2024-12-02,0.8820269703865051,0.86914572331408,0.8949082174589302,868,False,True,2024-12-17,0.8949082174589302,WIN,11.0,forex
USDCHF,LONG,2025-11-11,0.8051599860191345,0.7938965526660922,0.8164234193721769,1111,False,False,2025-11-13,0.7938965526660922,LOSS,2.0,forex
USDCHF,LONG,2025-11-27,0.8034899830818176,0.7915405763005466,0.8154393898630886,1123,False,False,2025-12-23,0.7915405763005466,LOSS,18.0,forex
USDCHF,LONG,2026-01-13,0.7973600029945374,0.7874982300618092,0.8072217759272655,1154,False,False,2026-01-23,0.7874982300618092,LOSS,8.0,forex
USDCHF,LONG,2026-04-30,0.7905600070953369,0.7779283371390434,0.8031916770516304,1231,False,False,2026-05-01,0.7779283371390434,LOSS,1.0,forex
USDCHF,LONG,2026-05-27,0.7851099967956543,0.7748011561632323,0.7954188374280763,1250,True,False,2026-06-05,0.7954188374280763,WIN,7.0,forex
USDCHF,LONG,2026-06-17,0.7931100130081177,0.7831630793958514,0.803056946620384,1265,False,False,2026-06-18,0.803056946620384,WIN,1.0,forex
USDCHF,LONG,2026-07-03,0.8044099807739258,0.7933547132472931,0.8154652483005584,1277,False,True,2026-07-23,0.8154652483005584,WIN,14.0,forex
USDCHF,LONG,2026-07-30,0.8133900165557861,0.8018841661092696,0.8248958670023027,1296,False,True,,,OPEN,,forex
AUDUSD,LONG,2024-02-26,0.6565384864807129,0.6456175834180463,0.6674593895433795,668,True,False,2024-04-15,0.6456175834180463,LOSS,35.0,forex
AUDUSD,SHORT,2025-01-16,0.6235401034355164,0.6369498557640099,0.6101303511070229,900,False,True,2025-02-03,0.6101303511070229,WIN,12.0,forex
AUDUSD,SHORT,2025-02-04,0.6217397451400757,0.6351688147410552,0.6083106755390961,913,False,False,2025-02-14,0.6351688147410552,LOSS,8.0,forex
AUDUSD,LONG,2025-05-12,0.642091691493988,0.6251661441051432,0.6590172388828329,980,False,False,2025-07-01,0.6590172388828329,WIN,36.0,forex
AUDUSD,LONG,2025-07-07,0.6551792025566101,0.6432983361554057,0.6670600689578146,1020,False,False,2025-07-31,0.6432983361554057,LOSS,18.0,forex
AUDUSD,LONG,2025-08-14,0.6551706194877625,0.6436651750708269,0.666676063904698,1048,False,False,2025-08-20,0.6436651750708269,LOSS,4.0,forex
AUDUSD,LONG,2025-09-19,0.6617901921272278,0.6509250899920644,0.6726552942623911,1074,False,False,2025-10-10,0.6509250899920644,LOSS,15.0,forex
AUDUSD,SHORT,2025-11-18,0.6492701172828674,0.6593022731423317,0.6392379614234032,1116,False,False,2025-12-03,0.6593022731423317,LOSS,11.0,forex
AUDUSD,LONG,2026-01-14,0.6683598756790161,0.6592055661715797,0.6775141851864526,1155,False,False,2026-01-21,0.6775141851864526,WIN,5.0,forex
AUDUSD,LONG,2026-03-03,0.710580050945282,0.6950684646020893,0.7260916372884747,1189,False,True,2026-03-23,0.6950684646020893,LOSS,14.0,forex
AUDUSD,SHORT,2026-07-13,0.6942197680473328,0.703271921505541,0.6851676145891246,1283,False,True,2026-07-31,0.703271921505541,LOSS,14.0,forex
USDCAD,LONG,2025-11-10,1.404379963874817,1.390848104439791,1.417911823309843,1110,False,True,2025-12-05,1.390848104439791,LOSS,19.0,forex
USDCAD,SHORT,2026-02-23,1.3648500442504883,1.3800128776168301,1.3496872108841464,1183,False,False,2026-03-25,1.3800128776168301,LOSS,22.0,forex
USDCAD,LONG,2026-07-14,1.4149399995803833,1.4028874045916484,1.4269925945691182,1284,False,True,2026-07-16,1.4028874045916484,LOSS,2.0,forex
NZDUSD,SHORT,2025-02-04,0.5626797080039978,0.5745423082592672,0.5508171077487284,913,False,False,2025-02-17,0.5745423082592672,LOSS,9.0,forex
NZDUSD,LONG,2025-05-12,0.5920698046684265,0.575957497055595,0.6081821122812581,980,False,False,2025-06-16,0.6081821122812581,WIN,25.0,forex
NZDUSD,LONG,2025-07-04,0.608009934425354,0.5962350642330735,0.6197848046176345,1019,False,False,2025-07-15,0.5962350642330735,LOSS,7.0,forex
NZDUSD,SHORT,2025-10-27,0.5760199427604675,0.5841630319379215,0.5678768535830135,1100,False,True,2025-11-04,0.5678768535830135,WIN,6.0,forex
NZDUSD,SHORT,2026-01-08,0.5773905515670776,0.5861018687913915,0.5686792343427638,1151,True,False,2026-01-21,0.5861018687913915,LOSS,9.0,forex
NZDUSD,LONG,2026-02-23,0.6003986597061157,0.5889579388337718,0.6118393805784597,1183,False,False,2026-03-03,0.5889579388337718,LOSS,6.0,forex
NZDUSD,LONG,2026-04-13,0.5804302096366882,0.5678431975505958,0.5930172217227807,1218,False,True,2026-05-06,0.5930172217227807,WIN,17.0,forex
NZDUSD,SHORT,2026-05-27,0.5842486619949341,0.5952293821190908,0.5732679418707773,1250,False,False,2026-05-29,0.5952293821190908,LOSS,2.0,forex
NZDUSD,SHORT,2026-07-09,0.5715788006782532,0.5814466330835238,0.5617109682729825,1281,False,True,2026-07-14,0.5814466330835238,LOSS,3.0,forex
EURJPY,SHORT,2023-12-20,157.9969940185547,161.81422069509776,154.17976734201162,620,False,True,2023-12-25,154.17976734201162,WIN,3.0,forex
EURJPY,LONG,2024-04-22,164.80999755859375,162.47468867639878,167.14530644078872,708,False,False,2024-04-26,167.14530644078872,WIN,4.0,forex
EURJPY,LONG,2025-11-10,177.56300354003906,175.02976551415628,180.09624156592184,1110,False,False,2025-11-18,180.09624156592184,WIN,6.0,forex
EURJPY,LONG,2026-01-06,183.47999572753906,181.27898240685172,185.6810090482264,1149,False,False,2026-01-22,185.6810090482264,WIN,12.0,forex
EURJPY,SHORT,2026-03-17,182.9499969482422,185.46747273039733,180.43252116608704,1199,False,False,2026-04-09,185.46747273039733,LOSS,17.0,forex
EURJPY,SHORT,2026-05-13,185.0279998779297,187.66417145569312,182.39182830016625,1240,False,True,2026-07-30,182.39182830016625,WIN,56.0,forex
EURGBP,SHORT,2023-03-27,0.8794999718666077,0.8928642384064852,0.8661357053267301,428,False,False,2023-05-11,0.8661357053267301,WIN,33.0,forex
